document_id,relation_id,chemical_annotation_id,disease_annotation_id,relation,Chemical,Disease
14596845,R1,,,CID,D000661,D006948
6666578,R0,,,CID,D010396,D001018
11279304,R0,,,CID,D003630,D006333
19884587,R0,,,CID,D013449,D006548
19884587,R1,,,CID,D013449,D018636
19884587,R2,,,CID,D013449,D017880
19884587,R3,,,CID,D009582,D006344
19884587,R4,,,CID,D009582,D018636
19884587,R5,,,CID,D009582,D002972
19884587,R6,,,CID,D009582,D000853
19884587,R7,,,CID,D013449,D001017
19884587,R8,,,CID,D013449,D000014
19884587,R9,,,CID,D013449,D002754
19884587,R10,,,CID,D009582,D008850
19884587,R11,,,CID,D009582,D002971
19884587,R12,,,CID,D013449,D000757
19884587,R13,,,CID,D009582,D000014
3970039,R0,,,CID,D000477,D015470
3970039,R1,,,CID,D003520,D001749
3970039,R2,,,CID,D000477,D008228
3970039,R3,,,CID,D001379,D008228
3970039,R4,,,CID,D003520,D002277
424937,R0,,,CID,D008750,D009336
424937,R1,,,CID,D008750,D006529
424937,R2,,,CID,D008750,D009325
424937,R3,,,CID,D008750,D005234
424937,R4,,,CID,D008750,D014839
424937,R5,,,CID,D008750,D002779
424937,R6,,,CID,D008750,D015746
424937,R7,,,CID,D008750,D007565
424937,R8,,,CID,D008750,D056486
424937,R9,,,CID,D008750,D000855
8643971,R0,,,CID,D002945,D000505
8643971,R1,,,CID,D017239,D010292
8643971,R2,,,CID,D017239,D000505
8643971,R3,,,CID,D002945,D018771
8643971,R4,,,CID,D017239,D018771
8643971,R5,,,CID,D002945,D010292
2224762,R0,,,CID,D004317,D010689
2224762,R1,,,CID,D004317,D000380
2224762,R2,,,CID,D004317,D052016
2224762,R3,,,CID,D004317,D000505
2224762,R4,,,CID,D004317,D013921
2224762,R5,,,CID,D004317,D000740
2224762,R6,,,CID,D004317,D009325
2440413,R0,,,CID,C034818,D012640
2440413,R1,,,CID,D001640,D012640
2440413,R2,,,CID,D010433,D012640
2440413,R3,,,CID,D013331,D012640
2440413,R4,,,CID,D010852,D012640
2440413,R5,,,CID,D015097,D012640
12483326,R0,,,CID,D016190,D009896
12483326,R1,,,CID,D016190,D010211
12483326,R2,,,CID,D016190,D012163
12483326,R3,,,CID,D016190,D058447
12483326,R4,,,CID,D016190,D014786
12483326,R5,,,CID,D016190,D009916
1664218,R0,,,CID,C042315,D007239
1664218,R1,,,CID,C042315,D012640
1664218,R2,,,CID,C042315,D009503
1664218,R3,,,CID,C042315,D009325
1664218,R4,,,CID,C042315,D010689
1664218,R5,,,CID,C042315,D014839
18809400,R0,,,CID,D017239,D009410
18809400,R1,,,CID,D002945,D009410
18809400,R2,,,CID,D002945,D010523
18809400,R3,,,CID,D017239,D010523
17020434,R0,,,CID,C426686,D056486
3865016,R0,,,CID,D016572,D003221
3865016,R1,,,CID,D005047,D006932
3865016,R2,,,CID,D005047,D003221
3865016,R3,,,CID,D016572,D006932
3629586,R0,,,CID,C021341,D009503
3629586,R1,,,CID,D015790,D013921
3629586,R2,,,CID,D015790,D000740
3629586,R3,,,CID,C021341,D013921
3629586,R4,,,CID,D015790,D009503
3629586,R5,,,CID,C021341,D000740
150790,R0,,,CID,D007538,D006948
150790,R1,,,CID,D007538,D002653
10579464,R0,,,CID,D008694,D006948
10579464,R1,,,CID,D003024,D002375
10579464,R2,,,CID,C121249,D002375
3496378,R0,,,CID,D014217,D002779
3496378,R1,,,CID,D014217,D007565
3496378,R2,,,CID,D014217,D004802
3496378,R3,,,CID,D014217,D011537
3496378,R4,,,CID,D014217,D056486
3076126,R0,,,CID,D015248,D009135
3076126,R1,,,CID,D016572,D009135
3076126,R2,,,CID,D008148,D051437
3076126,R3,,,CID,D009525,D009135
3076126,R4,,,CID,D008148,D009212
2894766,R0,,,CID,D012460,D010996
2894766,R1,,,CID,D012460,D011014
2894766,R2,,,CID,D012460,D008180
2894766,R3,,,CID,D012460,D002305
1549199,R0,,,CID,D007980,D020447
1549199,R1,,,CID,D007980,D005767
1549199,R2,,,CID,D007980,D007024
88336,R0,,,CID,D002719,D003128
88336,R1,,,CID,D009567,D003128
88336,R2,,,CID,D002719,D053608
88336,R3,,,CID,D009567,D062787
18544179,R0,,,CID,D005283,D007022
18544179,R1,,,CID,D005283,D012131
18544179,R2,,,CID,D005283,D020250
18544179,R3,,,CID,D005283,D001919
18186898,R0,,,CID,D016559,D005198
18186898,R1,,,CID,D016559,D009135
18186898,R2,,,CID,D019259,D009135
18186898,R3,,,CID,D019259,D005198
16867021,R0,,,CID,D000661,D006948
16867021,R1,,,CID,D006220,D002375
16867021,R2,,,CID,C052075,D002375
14976857,R0,,,CID,D011405,D018754
14976857,R1,,,CID,D011405,D000860
14976857,R2,,,CID,D011405,D003490
11745184,R0,,,CID,D002945,D009422
11745184,R1,,,CID,D002945,D006311
11745184,R2,,,CID,D002945,D007674
3985451,R0,,,CID,D014859,D020428
3985451,R1,,,CID,D014859,D009408
3985451,R2,,,CID,D014859,D009135
3985451,R3,,,CID,D014859,D006406
3750012,R0,,,CID,D002738,D009157
3750012,R1,,,CID,D010396,D009157
1130930,R0,,,CID,D005839,D007683
1130930,R1,,,CID,D002512,D007683
1130930,R2,,,CID,D005839,D009846
1130930,R3,,,CID,D002512,D009846
19356307,R0,,,CID,D012601,D008569
15957009,R0,,,CID,D012601,D008569
15899738,R0,,,CID,D003401,D001281
15863244,R0,,,CID,D010894,D005317
15863244,R1,,,CID,D010894,D009139
15863244,R2,,,CID,C106876,D005317
12921865,R0,,,CID,D003042,D012640
12584269,R0,,,CID,D016572,D007674
12584269,R1,,,CID,D016559,D007674
12584269,R2,,,CID,D020123,D007674
10406016,R0,,,CID,C007789,D020141
10406016,R1,,,CID,C007789,D001929
3403780,R0,,,CID,D000082,D000138
3403780,R1,,,CID,D000082,D017114
3403780,R2,,,CID,D000082,D058186
3101906,R0,,,CID,D007654,D007565
3101906,R1,,,CID,D007654,D002779
3101906,R2,,,CID,D007654,D056486
9088814,R0,,,CID,D000527,D007022
9088814,R1,,,CID,D000527,D008107
20880751,R0,,,CID,D007980,D004409
20080419,R0,,,CID,D010862,D004827
20080419,R1,,,CID,D010862,D013226
19445921,R0,,,CID,D007545,D009203
18439803,R0,,,CID,D010862,D012640
17919553,R0,,,CID,C106791,D056486
15632880,R0,,,CID,D013148,D006947
15632880,R1,,,CID,D013148,D051437
11773892,R0,,,CID,D016559,D007674
11773892,R1,,,CID,D016572,D007674
10835440,R0,,,CID,D009553,D007022
9523805,R0,,,CID,D008012,D009422
9523805,R1,,,CID,D011318,D009422
9245658,R0,,,CID,D009538,D002318
9245658,R1,,,CID,D009538,D050197
9034419,R0,,,CID,C047426,D012640
9034419,R1,,,CID,C047426,D062787
8829025,R0,,,CID,D016559,D006973
8437969,R0,,,CID,D002927,D054138
8437969,R1,,,CID,D002927,D001919
7890216,R0,,,CID,D015282,D042882
7468724,R0,,,CID,D013726,D002318
7199841,R0,,,CID,C004616,D010243
7199841,R1,,,CID,C004616,D013118
6640832,R0,,,CID,D004317,D003556
3560096,R0,,,CID,D007213,D006947
3560096,R1,,,CID,D013467,D006947
3358181,R0,,,CID,D012312,D014693
2887062,R0,,,CID,D004967,D015175
2425813,R0,,,CID,D011239,D006529
2425813,R1,,,CID,D011239,D009133
2375138,R0,,,CID,D008874,D012140
2375138,R1,,,CID,D008874,D006323
2265898,R0,,,CID,C009265,D004827
2071257,R0,,,CID,D012601,D008569
1592014,R0,,,CID,D003042,D012640
1592014,R1,,,CID,C005618,D012640
1436384,R0,,,CID,D000661,D020258
1085609,R0,,,CID,D007538,D012640
809711,R0,,,CID,D005996,D007022
20621845,R0,,,CID,D002122,D017545
19843802,R0,,,CID,D004837,D006973
19473225,R0,,,CID,D017239,D010523
19387625,R0,,,CID,D002211,D006930
19211690,R0,,,CID,D017673,D007674
18703024,R0,,,CID,D006220,D002375
18631865,R0,,,CID,D020123,D011507
18162529,R0,,,CID,D013469,D006966
17879945,R0,,,CID,D019438,D050197
17437408,R0,,,CID,D010862,D012640
17242861,R0,,,CID,D010862,D004833
16337777,R0,,,CID,D010862,D004833
15859940,R0,,,CID,D016572,D057049
15188772,R0,,,CID,D004837,D017682
15130900,R0,,,CID,D003520,D001749
12707296,R0,,,CID,C021650,D006973
12695819,R0,,,CID,D016559,D056784
12596116,R0,,,CID,D015282,D006976
11875660,R0,,,CID,D001374,D000757
11166519,R0,,,CID,D003042,D012640
8701950,R0,,,CID,D016559,D000743
7292072,R0,,,CID,D003891,D017180
4027862,R0,,,CID,D003891,D003693
2484011,R0,,,CID,D000547,D011596
2396046,R0,,,CID,D002794,D006528
2008831,R0,,,CID,D008755,D003329
1732369,R0,,,CID,D004317,D009202
234669,R0,,,CID,D000628,D014693
16740173,R0,,,CID,D002217,D009325
16740173,R1,,,CID,D002217,D001919
16740173,R2,,,CID,D002217,D006323
16740173,R3,,,CID,D002217,D006333
16740173,R4,,,CID,D002217,D007022
16740173,R5,,,CID,D002217,D015877
16740173,R6,,,CID,D002217,D006945
16740173,R7,,,CID,D002217,D012798
12464714,R0,,,CID,C093622,D009325
12464714,R1,,,CID,C093622,D004244
6203452,R0,,,CID,D001761,D011697
6203452,R1,,,CID,D014748,D006463
6203452,R2,,,CID,D002945,D007674
6203452,R3,,,CID,D014748,D007674
6203452,R4,,,CID,D002945,D011697
6203452,R5,,,CID,D001761,D006463
6203452,R6,,,CID,D014748,D011697
6203452,R7,,,CID,D002945,D006463
6203452,R8,,,CID,D001761,D007674
20528871,R0,,,CID,C104457,D009422
20528871,R1,,,CID,C104457,D006402
20528871,R2,,,CID,C104457,D059352
11672959,R0,,,CID,D012460,D005334
11672959,R1,,,CID,D012460,D009205
11672959,R2,,,CID,D012460,D008206
11672959,R3,,,CID,D012460,D018805
11672959,R4,,,CID,D012460,D009393
11672959,R5,,,CID,D012460,D003872
11672959,R6,,,CID,D012460,D056486
11928786,R0,,,CID,D016642,D013610
11928786,R1,,,CID,D016642,D012640
11928786,R2,,,CID,D016642,D006212
11928786,R3,,,CID,D016642,D001145
11928786,R4,,,CID,D016642,D006323
7977601,R0,,,CID,D007208,D012769
7977601,R1,,,CID,D007208,D010146
7977601,R2,,,CID,D007208,D007022
7977601,R3,,,CID,D007208,D011537
7977601,R4,,,CID,D007208,D009325
7977601,R5,,,CID,D007208,D005076
7977601,R6,,,CID,D007208,D014581
19300402,R0,,,CID,D013311,D003929
19300402,R1,,,CID,D013311,D006930
19300402,R2,,,CID,D014750,D010523
19300402,R3,,,CID,D014750,D006930
15325671,R0,,,CID,D003520,D006333
9746003,R0,,,CID,D002220,D004832
9746003,R1,,,CID,D002220,D009207
9746003,R2,,,CID,D020888,D004832
1992636,R0,,,CID,D009853,D004417
1992636,R1,,,CID,D009853,D000743
1992636,R2,,,CID,D009853,D053609
8387218,R0,,,CID,D016049,D018149
8387218,R1,,,CID,D016049,D010523
8387218,R2,,,CID,D016049,D003967
8387218,R3,,,CID,D016049,D010195
20698227,R0,,,CID,C471405,D006461
20698227,R1,,,CID,C473478,D006461
20477932,R0,,,CID,D003042,D007859
20477932,R1,,,CID,D003042,D008569
9495837,R0,,,CID,D012601,D000647
9495837,R1,,,CID,D004025,D000647
1468485,R0,,,CID,D003520,D006417
1468485,R1,,,CID,D003520,D003556
1468485,R2,,,CID,D003520,D006470
1009330,R0,,,CID,C010882,D003556
1009330,R1,,,CID,D003091,D003556
1009330,R2,,,CID,D007612,D003556
1009330,R3,,,CID,D011206,D003556
347884,R0,,,CID,D006220,D001480
347884,R1,,,CID,C006820,D001480
20667451,R0,,,CID,D010634,D003072
20667451,R1,,,CID,D002220,D003072
19767176,R0,,,CID,D010862,D013226
19767176,R1,,,CID,D010862,D009410
16330293,R0,,,CID,D009538,D009325
16330293,R1,,,CID,D009538,D006261
16330293,R2,,,CID,D009538,D006606
14568327,R0,,,CID,D007980,D004409
14568327,R1,,,CID,D015632,D010302
11250767,R0,,,CID,D011441,D005334
11250767,R1,,,CID,D011441,D010493
11250767,R2,,,CID,D011441,D005921
11206082,R0,,,CID,D010852,D012640
11206082,R1,,,CID,D010433,D012640
11206082,R2,,,CID,C036150,D012640
11027905,R0,,,CID,D007649,D006212
9334596,R0,,,CID,D013739,D020018
8595686,R0,,,CID,D015742,D010146
6466532,R0,,,CID,D013390,D001919
6308277,R0,,,CID,D002110,D012640
6308277,R1,,,CID,D010433,D012640
2870085,R0,,,CID,D007545,D013610
1639466,R0,,,CID,D009568,D000419
1639466,R1,,,CID,D009568,D009400
1527456,R0,,,CID,D008012,D014717
1527456,R1,,,CID,D008012,D014839
220563,R0,,,CID,C023470,D003711
220563,R1,,,CID,C023470,D010523
137340,R0,,,CID,D012601,D006948
137340,R1,,,CID,D009020,D006948
9931093,R0,,,CID,D016559,D006973
20633755,R0,,,CID,D009943,D001049
20633755,R1,,,CID,D013390,D001049
20067456,R0,,,CID,D017367,D007172
18464113,R0,,,CID,D006514,D006509
18308784,R0,,,CID,D009020,D007859
17931375,R0,,,CID,D006493,D010146
17931375,R1,,,CID,D006493,D003288
15649445,R0,,,CID,D006220,D004409
15649445,R1,,,CID,D012110,D004409
14698717,R0,,,CID,D010672,D011605
12617329,R0,,,CID,D005839,D058186
12617329,R1,,,CID,D006170,D058186
12523465,R0,,,CID,C022189,D006212
11961407,R0,,,CID,D011692,D011507
11961407,R1,,,CID,D011692,D009401
9401499,R0,,,CID,D013988,D000741
9401499,R1,,,CID,D013988,D000380
2273650,R0,,,CID,D012601,D000647
2273650,R1,,,CID,D003513,D000647
10683478,R0,,,CID,D001058,D007035
10683478,R1,,,CID,D001058,D006948
