document_id,passage_id,annotation_id,entity_text,start_offset,length,type,MESH,CompositeRole
1749407,1,8,coronary occlusion,532,18,Disease,D054059,
1749407,1,9,spasm,565,5,Disease,D013035,
1749407,1,10,thrombus,572,8,Disease,D013927,
1749407,1,11,spasm,606,5,Disease,D013035,
1749407,1,12,cocaine,680,7,Chemical,D003042,
1749407,1,13,spasm,814,5,Disease,D013035,
1749407,1,14,infarction,1004,10,Disease,D007238,
1749407,1,15,cocaine,1149,7,Chemical,D003042,
1749407,1,16,thrombotic,1438,10,Disease,D013927,
1749407,1,17,cocaine,1459,7,Chemical,D003042,
1786266,0,0,Rabbit syndrome,0,15,Disease,D001480,
1786266,0,1,antidepressant,17,14,Chemical,D000928,
1786266,1,2,rabbit syndrome,85,15,Disease,D001480,
1786266,1,3,imipramine,226,10,Chemical,D007099,
1786266,1,4,antidepressants,325,15,Chemical,D000928,
1786266,1,5,decreased basal ganglia perfusion,391,33,Disease,D001480,
1786266,1,6,movement disorder,435,17,Disease,D009069,
1786266,1,7,rabbit syndrome,508,15,Disease,D001480,
1835291,0,0,ipratropium bromide,33,19,Chemical,D009241,
1835291,0,1,theophylline,57,12,Chemical,D013806,
1835291,0,2,chronic obstructive pulmonary disease,73,37,Disease,D029424,
1835291,1,3,ipratropium bromide,159,19,Chemical,D009241,
1835291,1,4,theophylline,220,12,Chemical,D013806,
1835291,1,5,chronic obstructive pulmonary disease,400,37,Disease,D029424,
1835291,1,6,ipratropium,643,11,Chemical,D009241,
1835291,1,7,theophylline,690,12,Chemical,D013806,
1835291,1,8,ipratropium,781,11,Chemical,D009241,
1835291,1,9,theophylline,804,12,Chemical,D013806,
1835291,1,10,ipratropium,865,11,Chemical,D009241,
1835291,1,11,theophylline,896,12,Chemical,D013806,
1835291,1,12,theophylline,964,12,Chemical,D013806,
1835291,1,13,cardiovascular and gastrointestinal systems,997,43,Disease,D002318|D005767,CompositeMention
1835291,1,14,cardiovascular systems,997,14,Disease,D002318,IndividualMention
1835291,1,14,cardiovascular systems,1033,7,Disease,D002318,IndividualMention
1835291,1,15,gastrointestinal systems,1016,24,Disease,D005767,IndividualMention
1835291,1,16,ipratropium,1066,11,Chemical,D009241,
1835291,1,17,theophylline,1120,12,Chemical,D013806,
1835291,1,18,chronic airflow obstruction,1150,27,Disease,D029424,
1919871,0,0,nephropathy,76,11,Disease,D007674,
1919871,1,1,Renal papillary necrosis,102,24,Disease,D007681,
1919871,1,2,RPN,128,3,Disease,D007681,
1919871,1,3,aspirin,232,7,Chemical,D001241,
1919871,1,4,paracetamol,244,11,Chemical,D000082,
1919871,1,5,RPN,1248,3,Disease,D007681,
1987816,0,0,lithium,14,7,Chemical,D008094,
1987816,1,1,lithium,153,7,Chemical,D008094,
1987816,1,2,lithium,327,7,Chemical,D008094,
1987816,1,3,lithium,439,7,Chemical,D008094,
1987816,1,4,creatinine,454,10,Chemical,D003404,
1987816,1,5,lithium,547,7,Chemical,D008094,
1987816,1,6,lithium,631,7,Chemical,D008094,
1987816,1,7,lithium,668,7,Chemical,D008094,
1987816,1,8,creatinine,713,10,Chemical,D003404,
1987816,1,9,lithium,786,7,Chemical,D008094,
1987816,1,10,Lithium,846,7,Chemical,D008094,
1987816,1,11,polyuria,862,8,Disease,D011141,
2054792,0,0,adriamycin,10,10,Chemical,D004317,
2054792,0,1,hyperthermia,46,12,Disease,D005334,
2054792,0,2,tumor,62,5,Disease,D009369,
2054792,1,3,Adriamycin,111,10,Chemical,D004317,
2054792,1,4,toxicities,168,10,Disease,D064420,
2054792,1,5,hyperthermia,193,12,Disease,D005334,
2054792,1,6,tumor,283,5,Disease,D009369,
2054792,1,7,toxicities,329,10,Disease,D064420,
2054792,1,8,leukopenia,347,10,Disease,D007970,
2054792,1,9,thrombocytopenia,362,16,Disease,D013921,
2054792,1,10,toxicities,403,10,Disease,D064420,
2054792,1,11,myocardial and kidney injury,421,28,Disease,D006331|D007674,CompositeMention
2054792,1,12,myocardial injury,421,10,Disease,D006331,IndividualMention
2054792,1,12,myocardial injury,443,6,Disease,D006331,IndividualMention
2054792,1,13,kidney injury,436,13,Disease,D007674,IndividualMention
2054792,1,14,hyperthermia,545,12,Disease,D005334,
2054792,1,15,Adriamycin,600,10,Chemical,D004317,
2054792,1,16,cardiac and renal lesions,883,25,Disease,D006331|D007674,CompositeMention
2054792,1,17,cardiac lesions,883,7,Disease,D006331,IndividualMention
2054792,1,17,cardiac lesions,901,7,Disease,D006331,IndividualMention
2054792,1,18,renal lesions,895,13,Disease,D007674,IndividualMention
2054792,1,19,hyperthermia,961,12,Disease,D005334,
2054792,1,20,Adriamycin,983,10,Chemical,D004317,
2054792,1,21,toxicity,1035,8,Disease,D064420,
2304736,0,0,Prazosin,0,8,Chemical,D011224,
2304736,0,1,stress incontinence,17,19,Disease,D014550,
2304736,1,2,stress incontinence,56,19,Disease,D014550,
2304736,1,3,prazosin,83,8,Chemical,D011224,
2304736,1,4,Prazosin,139,8,Chemical,D011224,
2304736,1,5,prazosin,480,8,Chemical,D011224,
2304736,1,6,verapamil,525,9,Chemical,D014700,
2304736,1,7,incontinence,540,12,Disease,D014549,
2304736,1,8,stress incontinence,784,19,Disease,D014550,
2304736,1,9,prazosin,817,8,Chemical,D011224,
2304736,1,10,incontinence,916,12,Disease,D014549,
2312209,0,0,Myocardial infarction,0,21,Disease,D009203,
2312209,0,1,isosorbide dinitrate,61,20,Chemical,D007548,
2312209,1,2,necrosis,116,8,Disease,D009336,
2312209,1,3,myocardial infarction,146,21,Disease,D009203,
2312209,1,4,isosorbide dinitrate,221,20,Chemical,D007548,
2312209,1,5,spasm,343,5,Disease,D013035,
2312209,1,6,hypotension,353,11,Disease,D007022,
2312209,1,7,myocardial ischemia,374,19,Disease,D017202,
2312209,1,8,coronary arterial stenosis,430,26,Disease,D023921,
2312209,1,9,acute coronary insufficiency,483,28,Disease,D054058,
2549018,0,0,Fluoxetine,0,10,Chemical,D005473,
2549018,0,1,akathisia,19,9,Disease,D017109,
2549018,1,2,fluoxetine,93,10,Chemical,D005473,
2549018,1,3,obsessive compulsive disorder,125,29,Disease,D009771,
2549018,1,4,major depression,158,16,Disease,D003865,
2549018,1,5,akathisia,185,9,Disease,D017109,
2549018,1,6,fluoxetine,208,10,Chemical,D005473,
2549018,1,7,anxiety,325,7,Disease,D001008,
2549018,1,8,akathisia,390,9,Disease,D017109,
2549018,1,9,akathisia,456,9,Disease,D017109,
2549018,1,10,fluoxetine,508,10,Chemical,D005473,
2549018,1,11,akathisia,527,9,Disease,D017109,
2549018,1,12,Akathisia,579,9,Disease,D017109,
2549018,1,13,fluoxetine,628,10,Chemical,D005473,
2549018,1,14,propranolol,717,11,Chemical,D011433,
2549018,1,15,fluoxetine,780,10,Chemical,D005473,
2549018,1,16,akathisia,799,9,Disease,D017109,
2549018,1,17,fluoxetine,929,10,Chemical,D005473,
2549018,1,18,akathisia,948,9,Disease,D017109,
2549018,1,19,antidepressant,972,14,Chemical,D000928,
2611118,0,0,Chronic active hepatitis,0,24,Disease,D006521,
2611118,0,1,diclofenac sodium,41,17,Chemical,D004008,
2611118,1,2,Diclofenac sodium,68,17,Chemical,D004008,
2611118,1,3,Voltarol,87,8,Chemical,D004008,
2611118,1,4,phenylacetic acid,171,17,Chemical,C025136,
2611118,1,5,abnormalities of liver function,238,31,Disease,D056486,
2611118,1,6,hepatitis,316,9,Disease,D056486,
2611118,1,7,diclofenac,337,10,Chemical,D004008,
2611118,1,8,chronic active hepatitis,381,24,Disease,D006521,
2611118,1,9,diclofenac sodium,436,17,Chemical,D004008,
2673163,0,0,Stroke,0,6,Disease,D020521,
2673163,0,1,cocaine,23,7,Chemical,D003042,
2673163,1,2,cocaine,71,7,Chemical,D003042,
2673163,1,3,stroke,98,6,Disease,D020521,
2673163,1,4,Stroke,239,6,Disease,D020521,
2673163,1,5,cocaine,255,7,Chemical,D003042,
2673163,1,6,Intracranial aneurysms,333,22,Disease,D002532,
2673163,1,7,arteriovenous malformations,359,27,Disease,D001165,
2673163,1,8,cerebral vasculitis,461,19,Disease,D020293,
2673163,1,9,Cerebral infarction,510,19,Disease,D002544,
2673163,1,10,intracerebral hemorrhage,561,24,Disease,D002543,
2673163,1,11,subarachnoid hemorrhage,603,23,Disease,D013345,
2673163,1,12,stroke,695,6,Disease,D020521,
2673163,1,13,cocaine,713,7,Chemical,D003042,
2673163,1,14,cocaine,744,7,Chemical,D003042,
2673163,1,15,stroke,763,6,Disease,D020521,
2673163,1,16,stroke,808,6,Disease,D020521,
2673163,1,17,cocaine,839,7,Chemical,D003042,
2673163,1,18,stroke,867,6,Disease,D020521,
2673163,1,19,cocaine,880,7,Chemical,D003042,
2673163,1,20,intracranial aneurysms,922,22,Disease,D002532,
2673163,1,21,arteriovenous malformations,949,27,Disease,D001165,
2673163,1,22,cocaine,989,7,Chemical,D003042,
2673163,1,23,stroke,1008,6,Disease,D020521,
2673163,1,24,intracranial hemorrhage,1033,23,Disease,D020300,
2673163,1,25,cerebral infarction,1073,19,Disease,D002544,
3107448,0,0,Glyburide,0,9,Chemical,D005905,
3107448,0,1,hepatitis,18,9,Disease,D056486,
3107448,1,2,hepatotoxicity,42,14,Disease,D056486,
3107448,1,3,sulfonylureas,116,13,Chemical,D013453,
3107448,1,4,glyburide,135,9,Chemical,D005905,
3107448,1,5,sulfonylurea,166,12,Chemical,D013453,
3107448,1,6,hepatotoxicity,206,14,Disease,D056486,
3107448,1,7,type II diabetes mellitus,246,25,Disease,D003924,
3107448,1,8,acute hepatitis-like syndrome,285,29,Disease,D056486,
3107448,1,9,glyburide,340,9,Chemical,D005905,
3107448,1,10,viral infection,394,15,Disease,D014777,
3107448,1,11,drug-induced hepatitis,481,22,Disease,D056486,
3107448,1,12,glyburide,552,9,Chemical,D005905,
3107448,1,13,Glyburide,627,9,Chemical,D005905,
3107448,1,14,acute hepatitis-like illness,652,28,Disease,D056486,
3341566,0,0,hemorrhage,46,10,Disease,D006470,
3341566,0,1,sodium nitroprusside,69,20,Chemical,D009599,
3341566,0,2,hypotension,98,11,Disease,D007022,
3341566,1,3,hypotension,349,11,Disease,D007022,
3341566,1,4,hemorrhage,436,10,Disease,D006470,
3341566,1,5,HEM,448,3,Disease,D006470,
3341566,1,6,sodium nitroprusside,489,20,Chemical,D009599,
3341566,1,7,SNP,511,3,Chemical,D009599,
3341566,1,8,HEM,531,3,Disease,D006470,
3341566,1,9,hypotension,543,11,Disease,D007022,
3341566,1,10,SNP,664,3,Chemical,D009599,
3341566,1,11,hypotension,924,11,Disease,D007022,
3341566,1,12,HEM,966,3,Disease,D006470,
3341566,1,13,SNP,1016,3,Chemical,D009599,
3341566,1,14,HEM,1176,3,Disease,D006470,
3341566,1,15,SNP,1184,3,Chemical,D009599,
3341566,1,16,hypotension,1217,11,Disease,D007022,
3341566,1,17,hypotensive,1334,11,Disease,D007022,
3341566,1,18,hypovolemia,1439,11,Disease,D020896,
3341566,1,19,hypotension,1474,11,Disease,D007022,
3564823,0,0,spasm,22,5,Disease,D013035,
3564823,0,1,lidocaine,40,9,Chemical,D008012,
3564823,1,2,sodium pentothal,123,16,Chemical,D013874,
3564823,1,3,cerebral ischaemia,178,18,Disease,D002545,
3564823,1,4,vasospasm,206,9,Disease,D020301,
3564823,1,5,gangrene,232,8,Disease,D005734,
3564823,1,6,lidocaine,346,9,Chemical,D008012,
3564823,1,7,vasospasm,442,9,Disease,D020301,
3676049,0,0,isoflurane,42,10,Chemical,D007530,
3676049,0,1,hypotension,61,11,Disease,D007022,
3676049,0,2,cerebral aneurysms,110,18,Disease,D002532,
3676049,1,3,oxygen,182,6,Chemical,D010100,
3676049,1,4,isoflurane,210,10,Chemical,D007530,
3676049,1,5,hypotension,229,11,Disease,D007022,
3676049,1,6,cerebral aneurysm,298,17,Disease,D002532,
3676049,1,7,subarachnoid haemorrhage,371,24,Disease,D013345,
3676049,1,8,xenon,460,5,Chemical,D014978,
3676049,1,9,isoflurane,519,10,Chemical,D007530,
3676049,1,10,nitrous oxide,563,13,Chemical,D009609,
3676049,1,11,oxygen,580,6,Chemical,D010100,
3676049,1,12,hypotension,734,11,Disease,D007022,
3676049,1,13,Hg,776,2,Chemical,D008628,
3676049,1,14,isoflurane,817,10,Chemical,D007530,
3676049,1,15,aneurysm,1025,8,Disease,D000783,
3676049,1,16,isoflurane,1038,10,Chemical,D007530,
3676049,1,17,hypotensive,1174,11,Disease,D007022,
3676049,1,18,hypotension,1273,11,Disease,D007022,
3719553,0,0,Allergic reaction,0,17,Disease,D004342,
3719553,0,1,5-fluorouracil,21,14,Chemical,D005472,
3719553,1,2,allergic reaction,49,17,Disease,D004342,
3719553,1,3,angioneurotic edema,81,19,Disease,D000799,
3719553,1,4,5-fluorouracil,134,14,Chemical,D005472,
3719553,1,5,carcinoma of the oral cavity,186,28,Disease,D009062,
3719553,1,6,cirrhosis,216,9,Disease,D005355,
3719553,1,7,cisplatin,231,9,Chemical,D002945,
3719553,1,8,impaired renal function,249,23,Disease,D007674,
3719553,1,9,diphenhydramine,367,15,Chemical,D004155,
3719553,1,10,prednisone,387,10,Chemical,D011241,
3719553,1,11,allergic reaction,451,17,Disease,D004342,
4008111,0,0,Amiodarone,0,10,Chemical,D000638,
4008111,0,1,sinoatrial block,19,16,Disease,D012848,
4008111,1,2,sinoatrial block,49,16,Disease,D012848,
4008111,1,3,amiodarone,81,10,Chemical,D000638,
4008111,1,4,primary cardiomyopathy,132,22,Disease,D009202,
4008111,1,5,Wolff-Parkinson-White syndrome,156,30,Disease,D014927,
4008111,1,6,supraventricular tachycardia,191,28,Disease,D013617,
4008111,1,7,amiodarone,248,10,Chemical,D000638,
4008111,1,8,sinoatrial block,296,16,Disease,D012848,
4008111,1,9,sinus bradycardia,349,17,Disease,D012804,
6133211,0,0,sulphasalazine,27,14,Chemical,D012460,
6133211,1,1,inflammatory bowel disease,83,26,Disease,D015212,
6133211,1,2,sulphasalazine,138,14,Chemical,D012460,
6133211,1,3,congenital anomalies,200,20,Disease,D000013,
6133211,1,4,ulcerative colitis,265,18,Disease,D003093,
6133211,1,5,coarctation of the aorta,313,24,Disease,D001017,
6133211,1,6,ventricular septal defect,344,25,Disease,D006345,
6133211,1,7,Crohn's disease,409,15,Disease,D003424,
6133211,1,8,Potter-type IIa polycystic kidney,463,33,Disease,D007690,
6133211,1,9,rudimentary left uterine cornu,503,30,Disease,-1,
6133211,1,10,Potter's facies,581,15,Disease,-1,
6133211,1,11,hypoplastic lungs,598,17,Disease,-1,
6133211,1,12,absent kidneys and ureters,617,26,Disease,-1,
6133211,1,13,talipes equinovarus,649,19,Disease,D003025,
6133211,1,14,sulphasalazine,724,14,Chemical,D012460,
6503301,0,0,Veno-occlusive liver disease,0,28,Disease,D006504,
6503301,0,1,dacarbazine,35,11,Chemical,D003606,
6503301,0,2,DTIC,56,4,Chemical,D003606,
6503301,0,3,melanoma,66,8,Disease,D008545,
6503301,1,4,veno-occlusive disease of the liver,86,35,Disease,D006504,
6503301,1,5,dacarbazine,147,11,Chemical,D003606,
6503301,1,6,DTIC,160,4,Chemical,D003606,
6503301,1,7,melanoma,178,8,Disease,D008545,
6503301,1,8,death,267,5,Disease,D003643,
6503301,1,9,venous congestion,331,17,Disease,D006940,
6503301,1,10,thrombosis,404,10,Disease,D013927,
6727060,0,0,tardive dyskinesia,10,18,Disease,D004409,
6727060,0,1,metoclopramide,39,14,Chemical,D008787,
6727060,1,2,Abnormal involuntary movements,55,30,Disease,D004409,
6727060,1,3,metoclopramide,178,14,Chemical,D008787,
6727060,1,4,gastrointestinal disorder,197,25,Disease,D005767,
6727060,1,5,metoclopramide,343,14,Chemical,D008787,
6727060,1,6,abnormal movements,395,18,Disease,D004409,
6727060,1,7,tardive dyskinesia,507,18,Disease,D004409,
7083920,0,0,amiodarone,63,10,Chemical,D000638,
7083920,1,1,intra-Hisian block,119,18,Disease,D006327,
7083920,1,2,amiodarone,154,10,Chemical,D000638,
7083920,1,3,atrial tachycardia,179,18,Disease,D013617,
7083920,1,4,intraventricular conduction abnormalities,225,41,Disease,D006345,
7083920,1,5,atrial tachycardia,300,18,Disease,D013617,
7083920,1,6,amiodarone,441,10,Chemical,D000638,
7083920,1,7,atrial flutter,500,14,Disease,D001282,
7083920,1,8,Amiodarone,559,10,Chemical,D000638,
7269015,0,0,Busulfan,0,8,Chemical,D002066,
7269015,0,1,hemorrhagic cystitis,17,20,Disease,D006470|D003556,CompositeMention
7269015,0,2,hemorrhagic,17,11,Disease,D006470,IndividualMention
7269015,0,3,cystitis,29,8,Disease,D003556,IndividualMention
7269015,1,4,busulfan,51,8,Chemical,D002066,
7269015,1,5,hemorrhage cystitis,68,19,Disease,D006470|D003556,CompositeMention
7269015,1,6,hemorrhage,68,10,Disease,D006470,IndividualMention
7269015,1,7,cystitis,79,8,Disease,D003556,IndividualMention
7269015,1,8,busulfan,219,8,Chemical,D002066,
7269015,1,9,cystitis,228,8,Disease,D003556,
7269015,1,10,cyclophosphamide,260,16,Chemical,D003520,
7269015,1,11,cystitis,285,8,Disease,D003556,
7269015,1,12,busulfan,375,8,Chemical,D002066,
7269015,1,13,carcinoma,414,9,Disease,D002277,
7352670,0,0,hypertensive,8,12,Disease,D006973,
7352670,0,1,sodium nitroprusside,27,20,Chemical,D009599,
7352670,0,2,saralasin,61,9,Chemical,D012504,
7352670,1,3,angiotensin,103,11,Chemical,D000809,
7352670,1,4,halothane,166,9,Chemical,D006221,
7352670,1,5,sodium nitroprusside,191,20,Chemical,D009599,
7352670,1,6,SNP,213,3,Chemical,D009599,
7352670,1,7,hypotension,226,11,Disease,D007022,
7352670,1,8,halothane,275,9,Chemical,D006221,
7352670,1,9,SNP,330,3,Chemical,D009599,
7352670,1,10,saralasin,504,9,Chemical,D012504,
7352670,1,11,angiotensin II,542,14,Chemical,D000804,
7352670,1,12,SNP,609,3,Chemical,D009599,
7352670,1,13,SNP,735,3,Chemical,D009599,
7352670,1,14,increase in blood pressure,795,26,Disease,D006973,
7352670,1,15,saralasin,846,9,Chemical,D012504,
7352670,1,16,SNP,919,3,Chemical,D009599,
7352670,1,17,saralasin,1016,9,Chemical,D012504,
7352670,1,18,halothane,1078,9,Chemical,D006221,
7352670,1,19,SNP,1146,3,Chemical,D009599,
7352670,1,20,SNP,1172,3,Chemical,D009599,
7352670,1,21,saralasin,1231,9,Chemical,D012504,
7352670,1,22,angiotensin,1292,11,Chemical,D000809,
7352670,1,23,hypotensive,1340,11,Disease,D007022,
7352670,1,24,halothane,1363,9,Chemical,D006221,
7352670,1,25,SNP,1377,3,Chemical,D009599,
7504976,0,0,Toxic hepatitis,0,15,Disease,D056486,
7504976,0,1,carbimazole,101,11,Chemical,D002231,
7504976,0,2,benzylthiouracil,117,16,Chemical,C019269,
7504976,1,3,hepatic adverse effects,199,23,Disease,D056486,
7504976,1,4,hyperthyroidism,329,15,Disease,D006980,
7504976,1,5,toxic hepatitis,464,15,Disease,D056486,
7504976,1,6,cholestatic hepatitis,569,21,Disease,D002779|D056486,CompositeMention
7504976,1,7,cholestatic,569,11,Disease,D002779,IndividualMention
7504976,1,8,hepatitis,581,9,Disease,D056486,IndividualMention
7504976,1,9,carbimazole,602,11,Chemical,D002231,
7504976,1,10,N  omercazole,615,13,Chemical,D002231,
7504976,1,11,cholestatic,655,11,Disease,D002779,
7504976,1,12,hepatitis,682,9,Disease,D056486,
7504976,1,13,carbimazole,702,11,Chemical,D002231,
7504976,1,14,hepatitis,778,9,Disease,D056486,
7504976,1,15,Benzylthiouracil,809,16,Chemical,C019269,
7504976,1,16,Basd  ne,827,8,Chemical,C019269,
7504976,1,17,carbimazole,850,11,Chemical,D002231,
7504976,1,18,hepatitis,886,9,Disease,D056486,
7504976,1,19,neutropenia,1098,11,Disease,D009503,
7504976,1,20,Toxic hepatitis,1123,15,Disease,D056486,
7504976,1,21,hepatotoxicity,1340,14,Disease,D056486,
7628595,0,0,vitamin B12,21,11,Chemical,D014805,
7628595,0,1,folinic acid,37,12,Chemical,D002955,
7628595,0,2,toxicity,92,8,Disease,D064420,
7628595,0,3,zidovudine,104,10,Chemical,D015215,
7628595,1,4,vitamin B12,186,11,Chemical,D014805,
7628595,1,5,folinic acid,202,12,Chemical,D002955,
7628595,1,6,zidovudine,245,10,Chemical,D015215,
7628595,1,7,ZDV,257,3,Chemical,D015215,
7628595,1,8,bone marrow suppression,270,23,Disease,D001855,
7628595,1,9,human immunodeficiency virus (HIV)-infected,308,43,Disease,D015658,
7628595,1,10,ZDV,427,3,Chemical,D015215,
7628595,1,11,folinic acid,493,12,Chemical,D002955,
7628595,1,12,vitamin B12,538,11,Chemical,D014805,
7628595,1,13,death,665,5,Disease,D003643,
7628595,1,14,vitamin B12,842,11,Chemical,D014805,
7628595,1,15,folate,858,6,Chemical,D005492,
7628595,1,16,toxicity,1117,8,Disease,D064420,
7628595,1,17,vitamin B12,1287,11,Chemical,D014805,
7628595,1,18,folate,1302,6,Chemical,D005492,
7628595,1,19,myelosuppression,1335,16,Disease,D001855,
7628595,1,20,Vitamin B12,1353,11,Chemical,D014805,
7628595,1,21,folinic acid,1369,12,Chemical,D002955,
7628595,1,22,ZDV,1401,3,Chemical,D015215,
7628595,1,23,ZDV,1460,3,Chemical,D015215,
7628595,1,24,myelotoxicity,1472,13,Disease,D001855,
7858459,0,0,confusion,6,9,Disease,D003221,
7858459,0,1,5-fluorouracil,51,14,Chemical,D005472,
7858459,0,2,folinic acid,70,12,Chemical,D002955,
7858459,1,3,cisplatinum,158,11,Chemical,D002945,
7858459,1,4,etoposide,171,9,Chemical,D005047,
7858459,1,5,5-fluorouracil,192,14,Chemical,D005472,
7858459,1,6,folinic acid,234,12,Chemical,D002955,
7858459,1,7,gastric adenocarcinoma,265,22,Disease,D013274,
7858459,1,8,confusion,338,9,Disease,D003221,
7858459,1,9,disorientation,349,14,Disease,D003221,
7858459,1,10,irritability,368,12,Disease,D001523,
7858459,1,11,coma,410,4,Disease,D003128,
7858459,1,12,5-fluorouracil,484,14,Chemical,D005472,
7858459,1,13,folinic acid,503,12,Chemical,D002955,
7858459,1,14,5-fluorouracil,591,14,Chemical,D005472,
7858459,1,15,folinic acid,610,12,Chemical,D002955,
7858459,1,16,folinic acid,670,12,Chemical,D002955,
7858459,1,17,neurotoxicity,734,13,Disease,D020258,
7858459,1,18,5-fluorouracil,765,14,Chemical,D005472,
7858459,1,19,5-fluorouracil,822,14,Chemical,D005472,
7858459,1,20,neurotoxicity,837,13,Disease,D020258,
7858459,1,21,fluoroacetate,891,13,Chemical,D005463,
7858459,1,22,fluorocitrate,909,13,Chemical,C007744,
7858459,1,23,thiamine,924,8,Chemical,D013831,
7858459,1,24,dihydrouracil,948,13,Chemical,C007419,
7858459,1,25,5-fluorouracil,998,14,Chemical,D005472,
7858459,1,26,folinic acid,1013,12,Chemical,D002955,
7858459,1,27,cancers,1093,7,Disease,D009369,
7862923,0,0,carbamazepine,20,13,Chemical,D002220,
7862923,0,1,oxcarbazepine,37,13,Chemical,C036006,
7862923,1,2,Carbamazepine,104,13,Chemical,D002220,
7862923,1,3,oxcarbazepine,155,13,Chemical,C036006,
7862923,1,4,schizophrenic,198,13,Disease,D012559,
7862923,1,5,organic psychotic,215,17,Disease,D019965,
7862923,1,6,haloperidol,262,11,Chemical,D006220,
7862923,1,7,chlorpromazine,275,14,Chemical,D002746,
7862923,1,8,clozapine,293,9,Chemical,D003024,
7862923,1,9,extrapyramidal symptoms,431,23,Disease,D001480,
7862923,1,10,carbamazepine,615,13,Chemical,D002220,
7862923,1,11,oxcarbazepine,629,13,Chemical,C036006,
7919560,0,0,Erythema multiforme,0,19,Disease,D004892,
7919560,0,1,hypersensitivity myocarditis,24,28,Disease,D009205,
7919560,0,2,ampicillin,63,10,Chemical,D000667,
7919560,1,3,erythema multiforme,106,19,Disease,D004892,
7919560,1,4,hypersensitivity myocarditis,130,28,Disease,D009205,
7919560,1,5,ampicillin,169,10,Chemical,D000667,
7919560,1,6,ampicillin,230,10,Chemical,D000667,
7919560,1,7,gentamicin,245,10,Chemical,D005839,
7919560,1,8,septicemia,277,10,Disease,D018805,
7919560,1,9,erythema multiforme,324,19,Disease,D004892,
7919560,1,10,congestive heart failure,348,24,Disease,D006333,
7919560,1,11,myocarditis,383,11,Disease,D009205,
7919560,1,12,methylprednisolone,434,18,Chemical,D008775,
7919560,1,13,ampicillin,525,10,Chemical,D000667,
7919560,1,14,infections,573,10,Disease,D007239,
7919560,1,15,erythema multiforme,592,19,Disease,D004892,
7919560,1,16,myocarditis,616,11,Disease,D009205,
7919560,1,17,drug-induced allergic reaction,646,30,Disease,D004342,
7919560,1,18,ampicillin,714,10,Chemical,D000667,
7919560,1,19,ampicillin,778,10,Chemical,D000667,
7919560,1,20,Hypersensitivity myocarditis,803,28,Disease,D009205,
7919560,1,21,allergy,873,7,Disease,D004342,
7919560,1,22,penicillins,884,11,Chemical,D010406,
8092427,0,0,allergic reactions,10,18,Disease,D004342,
8092427,0,1,amoxicillin,32,11,Chemical,D000658,
8092427,1,2,allergic reactions,86,18,Disease,D004342,
8092427,1,3,beta-lactam,108,11,Chemical,D047090,
8092427,1,4,allergic,306,8,Disease,D004342,
8092427,1,5,beta-lactam,318,11,Chemical,D047090,
8092427,1,6,allergic,366,8,Disease,D004342,
8092427,1,7,amoxicillin,388,11,Chemical,D000658,
8092427,1,8,AX,401,2,Chemical,D000658,
8092427,1,9,penicillin,439,10,Chemical,D010406,
8092427,1,10,benzylpenicilloyl-poly-L-lysine,494,31,Chemical,-1,
8092427,1,11,BPO-PLL,527,7,Chemical,-1,
8092427,1,12,benzylpenicilloate,537,18,Chemical,-1,
8092427,1,13,benzylpenicillin,557,16,Chemical,D010400,
8092427,1,14,PG,575,2,Chemical,D010400,
8092427,1,15,ampicillin,580,10,Chemical,D000667,
8092427,1,16,AMP,592,3,Chemical,D000667,
8092427,1,17,AX,602,2,Chemical,D000658,
8092427,1,18,BPO-PLL,615,7,Chemical,-1,
8092427,1,19,AX,627,2,Chemical,D000658,
8092427,1,20,BPO,677,3,Chemical,-1,
8092427,1,21,PG,778,2,Chemical,D010400,
8092427,1,22,AX,799,2,Chemical,D000658,
8092427,1,23,allergic,845,8,Disease,D004342,
8092427,1,24,beta-lactam,857,11,Chemical,D047090,
8092427,1,25,AX,928,2,Chemical,D000658,
8092427,1,26,allergy,931,7,Disease,D004342,
8092427,1,27,PG,962,2,Chemical,D010400,
8092427,1,28,Anaphylaxis,966,11,Disease,D000707,
8092427,1,29,urticaria,1035,9,Disease,D014581,
8092427,1,30,angioedema,1052,10,Disease,D000799,
8092427,1,31,BPO,1108,3,Chemical,-1,
8092427,1,32,MDM,1150,3,Disease,D007645,
8092427,1,33,PG,1177,2,Chemical,D010400,
8092427,1,34,AX,1197,2,Chemical,D000658,
8092427,1,35,AX,1258,2,Chemical,D000658,
8092427,1,36,BPO,1289,3,Chemical,-1,
8092427,1,37,AX,1349,2,Chemical,D000658,
8092427,1,38,BPO,1369,3,Chemical,-1,
8092427,1,39,AX,1395,2,Chemical,D000658,
8092427,1,40,allergic reaction,1474,17,Disease,D004342,
8092427,1,41,AX,1495,2,Chemical,D000658,
8092427,1,42,AX,1549,2,Chemical,D000658,
8092427,1,43,PG,1567,2,Chemical,D010400,
8092427,1,44,AX,1642,2,Chemical,D000658,
8092427,1,45,allergic,1645,8,Disease,D004342,
8092427,1,46,PG,1682,2,Chemical,D010400,
8092427,1,47,AX,1763,2,Chemical,D000658,
8638206,0,0,paralysis,11,9,Disease,D010243,
8638206,0,1,atracurium,44,10,Chemical,D001279,
8638206,1,2,paralysis,222,9,Disease,D010243,
8638206,1,3,vecuronium bromide,330,18,Chemical,D014673,
