document_id,annotation_id,mesh_id,text,offset,length
18343374,6,D014786,blurred vision,328,14
18343374,8,D012170,retinal vein occlusion,435,22
18343374,10,D012170,retinal vein occlusion,550,22
18343374,12,D013923,thromboembolic,634,14
18343374,14,D014786,visual disturbance,737,18
18343374,16,D012170,retinal vein occlusion,847,22
18343374,18,D007247,infertility,934,11
18417364,1,D009759,nystagmus,17,9
18417364,3,D009759,nystagmus,105,9
18417364,4,D009759,NIN,116,3
18417364,5,D009759,NIN,210,3
18417364,7,D009759,NIN,401,3
18417364,9,D009759,NIN,525,3
18442015,1,D006471,gastric hemorrhagic,34,19
18442015,2,D014456,ulcers,54,6
18442015,3,D050197,atherosclerotic,71,15
18442015,4,D006471,gastric hemorrhage,133,18
18442015,5,D050197,atherosclerotic,187,15
18442015,7,D006471,gastric hemorrhage,412,18
18442015,8,D014456,ulcer,435,5
18442015,9,D050197,atherosclerosis,454,15
18442015,13,D014456,ulcer,586,5
18442015,16,D050197,atherosclerosis,760,15
18442015,19,D014456,ulcer,1064,5
18442015,20,D050197,atherosclerotic,1102,15
18442015,23,D050197,atherosclerotic,1230,15
18442015,24,D014456,ulcers,1267,6
18442015,28,D006471,gastric hemorrhage,1509,18
18442015,29,D014456,ulcer,1535,5
18442015,30,D050197,atherosclerotic,1560,15
18442015,31,D006471,hemorrhagic,1587,11
18442015,32,D014456,ulcer,1599,5
18442015,34,D050197,Atherosclerosis,1707,15
18442015,35,D006471,gastric hemorrhagic,1737,19
18442015,36,D014456,ulcer,1757,5
18619688,1,D003643,death,44,5
18619688,2,D006333,heart failure,92,13
18619688,3,D006333,heart failure,145,13
18619688,5,D006333,heart failure,315,13
18619688,7,D006333,heart failure,406,13
18619688,10,D006333,heart failure,501,13
18619688,20,D003643,death,1477,5
18619688,21,D006333,heart failure,1530,13
18619688,23,D006333,heart failure,1634,13
19308880,0,D003221,Confusion,0,9
19308880,2,D003221,Confusion,135,9
19308880,4,D003221,confusion,513,9
19308880,6,D003221,confusion,585,9
19308880,8,D003221,Confusion,652,9
19308880,10,D003221,confusion,978,9
19631624,0,D007859|D008569,Learning and memory deficits,0,28
19631624,1,D007859,Learning deficits,0,8
19631624,2,D008569,memory deficits,13,15
19631624,5,D007859|D008569,impairments in learning and memory,161,34
19631624,6,D007859,impairments in learning,161,23
19631624,7,D008569,impairments in memory,161,14
19631624,13,D007859|D008569,Deficits in learning and memory,854,31
19631624,14,D007859,Deficits in learning,854,20
19631624,15,D008569,Deficits in memory,854,11
19631624,16,D006948,hyperactivity,903,13
19631624,21,D006948,hyperactivity,1196,13
19631624,28,D020258,neurotoxic,1861,10
20003049,2,D013921,thrombocytopenia,117,16
20003049,3,D013927,thrombosis,139,10
20003049,5,D013921,thrombocytopenia,293,16
20003049,6,D013921,HIT,311,3
20003049,7,D013921,HIT,319,3
20003049,8,D013927,thrombosis,328,10
20003049,9,D013921|D013927,HITT,340,4
20003049,10,D016638,critically ill,426,14
20003049,11,D013921|D013927,HITT,477,4
20003049,13,D016063|D019106,intraoperative and postoperative bleeding,789,41
20003049,14,D016063,intraoperative bleeding,789,14
20003049,15,D019106,postoperative bleeding,808,22
20003049,19,D008107,hepatic impairment,1274,18
20003049,22,D001778,coagulopathy,1526,12
20003049,24,D001778,coagulopathy,1836,12
20196116,1,D017114,acute liver failure,33,19
20196116,3,D017114,acute liver failure,154,19
20196116,4,D017114,ALF,179,3
20196116,5,D017114,ALF,214,3
20196116,6,D017114,ALF,260,3
20196116,7,D017114,ALF,390,3
20196116,8,D017114,ALF,447,3
20196116,9,D006525,hepatitis virus infection,566,25
20196116,10,D014376,tuberculosis,679,12
20196116,11,D017114,ALF,697,3
20196116,12,D007565,icterus,826,7
20196116,13,D001927,encephalopathy,834,14
20196116,14,D017114,ALF,913,3
20196116,15,D001927,encephalopathy,964,14
20196116,16,D001929,cerebral edema,983,14
20196116,17,D006471,Gastrointestinal bleed,1062,22
20196116,18,D012640,seizures,1086,8
20196116,19,D007239,infection,1096,9
20196116,20,D058186,acute renal failure,1111,19
20196116,21,D016751,hepatitis E,1242,11
20196116,22,D017114,ALF,1290,3
20196116,23,D017114,ALF,1299,3
20196116,24,D017114,ALF,1446,3
20196116,26,D001927,encephalopathy,1718,14
20196116,27,D017114,ALF,1766,3
20196116,28,D017114,ALF,1790,3
20470218,0,D002493,Central nervous system complications,0,36
20470218,1,D054198,acute lymphoblastic leukemia,57,28
20470218,2,D002493,Central nervous system (CNS) complications,121,42
20470218,3,D054198,acute lymphoblastic leukemia,194,28
20470218,4,D054198,ALL,224,3
20470218,5,D002493,neurological complications,432,26
20470218,6,D054198,ALL,466,3
20470218,7,D017254,leukemic infiltration,618,21
20470218,8,D010523,peripheral neuropathy,670,21
20470218,9,D001927,encephalopathy,704,14
20470218,10,D002493,neurocognitive defects,733,22
20470218,11,D054198,ALL,894,3
20470218,12,D056784,leukoencephalopathy,967,19
20470218,13,D020521,stroke,1006,6
20470218,14,D004833,temporal lobe epilepsy,1022,22
20470218,16,D064420,toxicity,1077,8
20470218,17,D007177,inappropriate antidiuretic hormone secretion,1107,44
20470218,18,D054198,ALL,1260,3
20722491,4,D009369,tumors,169,6
20722491,5,D015179|D001943|D006258,"colorectal, breast and head and neck cancers",187,44
20722491,6,D015179,colorectal cancers,187,10
20722491,7,D001943,breast cancers,199,6
20722491,8,D006258,head and neck cancers,210,21
20722491,11,D007674,renal and kidney disease,539,24
20722491,15,D015179|D001943|D010190|D013274|D002292|D006258,"colorectal, breast, pancreaticobiliary, gastric, renal cell and head and neck cancers",913,85
20722491,16,D015179,colorectal cancers,913,10
20722491,17,D001943,breast cancers,925,6
20722491,18,D010190,pancreaticobiliary cancers,933,18
20722491,19,D013274,gastric cancers,953,7
20722491,20,D002292,renal cell cancers,962,10
20722491,21,D006258,head and neck cancers,977,21
20722491,23,D003967,diarrhea,1061,8
20722491,24,D009325,nausea,1071,6
20722491,25,D014839,vomiting,1079,8
20722491,26,D013280,stomatitis,1089,10
20722491,27,D060831,hand-foot syndrome,1104,18
20722491,29,D008107|D007674,hepatic and renal dysfunctions,1230,30
20722491,30,D008107,hepatic dysfunctions,1230,7
20722491,31,D007674,renal dysfunctions,1242,18
20882060,2,D002375,parkinsonian catalepsy,55,22
20882060,6,D010302,parkinsonian symptoms,505,21
20882060,9,D002375,parkinsonian catalepsy,731,22
26094,0,D003866,depression,27,10
26094,1,D006973,hypertensive,79,12
26094,2,D006973,hypertensive,129,12
26094,3,D003866,depression,287,10
26094,4,D006973,hypertensive,355,12
26094,5,D006973,Hypertensive,375,12
26094,6,D001523,psychiatric,402,11
26094,7,D003866,depression,451,10
26094,8,D003866,depressions,542,11
26094,10,D001523,psychiatric,601,11
322550,1,D007022,hypotension,82,11
322550,7,D007022,decrease in arterial blood pressure,622,35
322550,8,D002303,decreased cardiac output,701,24
322550,10,D007022,decreases in arterial blood pressure,770,36
322550,17,D007022|D002303,decreases in arterial blood pressure and cardiac output,1423,55
322550,18,D007022,decreases in arterial blood pressure,1423,36
322550,19,D002303,decreases in cardiac output,1423,12
869641,0,D001919,bradycardia,35,11
869641,6,D001919,bradycardia,287,11
869641,13,D007022,hypotension,559,11
869641,14,D001919,bradycardia,572,11
869641,20,D001919,bradycardia,929,11
869641,23,D001919,bradycardia,1109,11
869641,26,D001919,bradycardia,1184,11
1749407,1,D009203,myocardial infarction,16,21
1749407,3,D009203,acute myocardial infarction,210,27
1749407,4,D009203,acute myocardial infarction,312,27
1749407,7,D050197,atherosclerotic obstruction,503,27
1749407,8,D054059,coronary occlusion,532,18
1749407,9,D013035,spasm,565,5
1749407,10,D013927,thrombus,572,8
1749407,11,D013035,spasm,606,5
1749407,13,D013035,spasm,814,5
1749407,14,D007238,infarction,1004,10
1749407,16,D013927,thrombotic,1438,10
1786266,0,D001480,Rabbit syndrome,0,15
1786266,2,D001480,rabbit syndrome,85,15
1786266,5,D001480,decreased basal ganglia perfusion,391,33
1786266,6,D009069,movement disorder,435,17
1786266,7,D001480,rabbit syndrome,508,15
1835291,2,D029424,chronic obstructive pulmonary disease,73,37
1835291,5,D029424,chronic obstructive pulmonary disease,400,37
1835291,13,D002318|D005767,cardiovascular and gastrointestinal systems,997,43
1835291,14,D002318,cardiovascular systems,997,14
1835291,15,D005767,gastrointestinal systems,1016,24
1835291,18,D029424,chronic airflow obstruction,1150,27
1919871,0,D007674,nephropathy,76,11
1919871,1,D007681,Renal papillary necrosis,102,24
1919871,2,D007681,RPN,128,3
1919871,5,D007681,RPN,1248,3
1987816,11,D011141,polyuria,862,8
2054792,1,D005334,hyperthermia,46,12
2054792,2,D009369,tumor,62,5
2054792,4,D064420,toxicities,168,10
2054792,5,D005334,hyperthermia,193,12
2054792,6,D009369,tumor,283,5
2054792,7,D064420,toxicities,329,10
2054792,8,D007970,leukopenia,347,10
2054792,9,D013921,thrombocytopenia,362,16
2054792,10,D064420,toxicities,403,10
2054792,11,D006331|D007674,myocardial and kidney injury,421,28
2054792,12,D006331,myocardial injury,421,10
2054792,13,D007674,kidney injury,436,13
2054792,14,D005334,hyperthermia,545,12
2054792,16,D006331|D007674,cardiac and renal lesions,883,25
2054792,17,D006331,cardiac lesions,883,7
2054792,18,D007674,renal lesions,895,13
2054792,19,D005334,hyperthermia,961,12
2054792,21,D064420,toxicity,1035,8
2304736,1,D014550,stress incontinence,17,19
2304736,2,D014550,stress incontinence,56,19
2304736,7,D014549,incontinence,540,12
2304736,8,D014550,stress incontinence,784,19
2304736,10,D014549,incontinence,916,12
2312209,0,D009203,Myocardial infarction,0,21
2312209,2,D009336,necrosis,116,8
2312209,3,D009203,myocardial infarction,146,21
2312209,5,D013035,spasm,343,5
2312209,6,D007022,hypotension,353,11
2312209,7,D017202,myocardial ischemia,374,19
2312209,8,D023921,coronary arterial stenosis,430,26
2312209,9,D054058,acute coronary insufficiency,483,28
2549018,1,D017109,akathisia,19,9
2549018,3,D009771,obsessive compulsive disorder,125,29
2549018,4,D003865,major depression,158,16
2549018,5,D017109,akathisia,185,9
2549018,7,D001008,anxiety,325,7
2549018,8,D017109,akathisia,390,9
2549018,9,D017109,akathisia,456,9
2549018,11,D017109,akathisia,527,9
2549018,12,D017109,Akathisia,579,9
2549018,16,D017109,akathisia,799,9
2549018,18,D017109,akathisia,948,9
2611118,0,D006521,Chronic active hepatitis,0,24
2611118,5,D056486,abnormalities of liver function,238,31
2611118,6,D056486,hepatitis,316,9
2611118,8,D006521,chronic active hepatitis,381,24
2673163,0,D020521,Stroke,0,6
2673163,3,D020521,stroke,98,6
2673163,4,D020521,Stroke,239,6
2673163,6,D002532,Intracranial aneurysms,333,22
2673163,7,D001165,arteriovenous malformations,359,27
2673163,8,D020293,cerebral vasculitis,461,19
2673163,9,D002544,Cerebral infarction,510,19
2673163,10,D002543,intracerebral hemorrhage,561,24
2673163,11,D013345,subarachnoid hemorrhage,603,23
2673163,12,D020521,stroke,695,6
2673163,15,D020521,stroke,763,6
2673163,16,D020521,stroke,808,6
2673163,18,D020521,stroke,867,6
2673163,20,D002532,intracranial aneurysms,922,22
2673163,21,D001165,arteriovenous malformations,949,27
2673163,23,D020521,stroke,1008,6
2673163,24,D020300,intracranial hemorrhage,1033,23
2673163,25,D002544,cerebral infarction,1073,19
3107448,1,D056486,hepatitis,18,9
3107448,2,D056486,hepatotoxicity,42,14
3107448,6,D056486,hepatotoxicity,206,14
3107448,7,D003924,type II diabetes mellitus,246,25
3107448,8,D056486,acute hepatitis-like syndrome,285,29
3107448,10,D014777,viral infection,394,15
3107448,11,D056486,drug-induced hepatitis,481,22
3107448,14,D056486,acute hepatitis-like illness,652,28
3341566,0,D006470,hemorrhage,46,10
3341566,2,D007022,hypotension,98,11
3341566,3,D007022,hypotension,349,11
3341566,4,D006470,hemorrhage,436,10
3341566,5,D006470,HEM,448,3
3341566,8,D006470,HEM,531,3
3341566,9,D007022,hypotension,543,11
3341566,11,D007022,hypotension,924,11
3341566,12,D006470,HEM,966,3
3341566,14,D006470,HEM,1176,3
3341566,16,D007022,hypotension,1217,11
3341566,17,D007022,hypotensive,1334,11
3341566,18,D020896,hypovolemia,1439,11
3341566,19,D007022,hypotension,1474,11
3564823,0,D013035,spasm,22,5
3564823,3,D002545,cerebral ischaemia,178,18
3564823,4,D020301,vasospasm,206,9
3564823,5,D005734,gangrene,232,8
3564823,7,D020301,vasospasm,442,9
3676049,1,D007022,hypotension,61,11
3676049,2,D002532,cerebral aneurysms,110,18
3676049,5,D007022,hypotension,229,11
3676049,6,D002532,cerebral aneurysm,298,17
3676049,7,D013345,subarachnoid haemorrhage,371,24
3676049,12,D007022,hypotension,734,11
3676049,15,D000783,aneurysm,1025,8
3676049,17,D007022,hypotensive,1174,11
3676049,18,D007022,hypotension,1273,11
3719553,0,D004342,Allergic reaction,0,17
3719553,2,D004342,allergic reaction,49,17
3719553,3,D000799,angioneurotic edema,81,19
3719553,5,D009062,carcinoma of the oral cavity,186,28
3719553,6,D005355,cirrhosis,216,9
3719553,8,D007674,impaired renal function,249,23
3719553,11,D004342,allergic reaction,451,17
4008111,1,D012848,sinoatrial block,19,16
4008111,2,D012848,sinoatrial block,49,16
4008111,4,D009202,primary cardiomyopathy,132,22
4008111,5,D014927,Wolff-Parkinson-White syndrome,156,30
4008111,6,D013617,supraventricular tachycardia,191,28
4008111,8,D012848,sinoatrial block,296,16
4008111,9,D012804,sinus bradycardia,349,17
6133211,1,D015212,inflammatory bowel disease,83,26
6133211,3,D000013,congenital anomalies,200,20
6133211,4,D003093,ulcerative colitis,265,18
6133211,5,D001017,coarctation of the aorta,313,24
6133211,6,D006345,ventricular septal defect,344,25
6133211,7,D003424,Crohn's disease,409,15
6133211,8,D007690,Potter-type IIa polycystic kidney,463,33
6133211,9,-1,rudimentary left uterine cornu,503,30
6133211,10,-1,Potter's facies,581,15
6133211,11,-1,hypoplastic lungs,598,17
6133211,12,-1,absent kidneys and ureters,617,26
6133211,13,D003025,talipes equinovarus,649,19
6503301,0,D006504,Veno-occlusive liver disease,0,28
6503301,3,D008545,melanoma,66,8
6503301,4,D006504,veno-occlusive disease of the liver,86,35
6503301,7,D008545,melanoma,178,8
6503301,8,D003643,death,267,5
6503301,9,D006940,venous congestion,331,17
6503301,10,D013927,thrombosis,404,10
6727060,0,D004409,tardive dyskinesia,10,18
6727060,2,D004409,Abnormal involuntary movements,55,30
6727060,4,D005767,gastrointestinal disorder,197,25
6727060,6,D004409,abnormal movements,395,18
6727060,7,D004409,tardive dyskinesia,507,18
7083920,1,D006327,intra-Hisian block,119,18
7083920,3,D013617,atrial tachycardia,179,18
7083920,4,D006345,intraventricular conduction abnormalities,225,41
7083920,5,D013617,atrial tachycardia,300,18
7083920,7,D001282,atrial flutter,500,14
7269015,1,D006470|D003556,hemorrhagic cystitis,17,20
7269015,2,D006470,hemorrhagic,17,11
7269015,3,D003556,cystitis,29,8
7269015,5,D006470|D003556,hemorrhage cystitis,68,19
7269015,6,D006470,hemorrhage,68,10
7269015,7,D003556,cystitis,79,8
7269015,9,D003556,cystitis,228,8
7269015,11,D003556,cystitis,285,8
7269015,13,D002277,carcinoma,414,9
7352670,0,D006973,hypertensive,8,12
7352670,7,D007022,hypotension,226,11
7352670,14,D006973,increase in blood pressure,795,26
7352670,23,D007022,hypotensive,1340,11
7504976,0,D056486,Toxic hepatitis,0,15
7504976,3,D056486,hepatic adverse effects,199,23
7504976,4,D006980,hyperthyroidism,329,15
7504976,5,D056486,toxic hepatitis,464,15
7504976,6,D002779|D056486,cholestatic hepatitis,569,21
7504976,7,D002779,cholestatic,569,11
7504976,8,D056486,hepatitis,581,9
7504976,11,D002779,cholestatic,655,11
7504976,12,D056486,hepatitis,682,9
7504976,14,D056486,hepatitis,778,9
7504976,18,D056486,hepatitis,886,9
7504976,19,D009503,neutropenia,1098,11
7504976,20,D056486,Toxic hepatitis,1123,15
7504976,21,D056486,hepatotoxicity,1340,14
7628595,2,D064420,toxicity,92,8
7628595,8,D001855,bone marrow suppression,270,23
7628595,9,D015658,human immunodeficiency virus (HIV)-infected,308,43
7628595,13,D003643,death,665,5
7628595,16,D064420,toxicity,1117,8
7628595,19,D001855,myelosuppression,1335,16
7628595,24,D001855,myelotoxicity,1472,13
7858459,0,D003221,confusion,6,9
7858459,7,D013274,gastric adenocarcinoma,265,22
7858459,8,D003221,confusion,338,9
7858459,9,D003221,disorientation,349,14
7858459,10,D001523,irritability,368,12
7858459,11,D003128,coma,410,4
7858459,17,D020258,neurotoxicity,734,13
7858459,20,D020258,neurotoxicity,837,13
7858459,27,D009369,cancers,1093,7
7862923,4,D012559,schizophrenic,198,13
7862923,5,D019965,organic psychotic,215,17
7862923,9,D001480,extrapyramidal symptoms,431,23
7919560,0,D004892,Erythema multiforme,0,19
7919560,1,D009205,hypersensitivity myocarditis,24,28
7919560,3,D004892,erythema multiforme,106,19
7919560,4,D009205,hypersensitivity myocarditis,130,28
7919560,8,D018805,septicemia,277,10
7919560,9,D004892,erythema multiforme,324,19
7919560,10,D006333,congestive heart failure,348,24
7919560,11,D009205,myocarditis,383,11
7919560,14,D007239,infections,573,10
7919560,15,D004892,erythema multiforme,592,19
7919560,16,D009205,myocarditis,616,11
7919560,17,D004342,drug-induced allergic reaction,646,30
7919560,20,D009205,Hypersensitivity myocarditis,803,28
7919560,21,D004342,allergy,873,7
8092427,0,D004342,allergic reactions,10,18
8092427,2,D004342,allergic reactions,86,18
8092427,4,D004342,allergic,306,8
8092427,6,D004342,allergic,366,8
8092427,23,D004342,allergic,845,8
8092427,26,D004342,allergy,931,7
8092427,28,D000707,Anaphylaxis,966,11
8092427,29,D014581,urticaria,1035,9
8092427,30,D000799,angioedema,1052,10
8092427,32,D007645,MDM,1150,3
8092427,40,D004342,allergic reaction,1474,17
8092427,45,D004342,allergic,1645,8
8638206,0,D010243,paralysis,11,9
8638206,2,D010243,paralysis,222,9
8638206,6,D010243,paralysis,574,9
8638206,8,D010243,paralysis,665,9
8669433,1,D007676,chronic renal failure,51,21
8669433,4,D007676,chronic renal failure,241,21
8669433,5,D007676,end-stage renal disease,267,23
8669433,6,D007676,ESRD,292,4
8669433,9,D007676,chronic renal failure,630,21
8669433,10,D007676,ESRD,656,4
8669433,13,D007676,ESRD,800,4
8669433,14,D007674,nephrotoxic,945,11
8669433,19,D007676,ESRD,1394,4
8690168,2,D003928,diabetic nephropathy,127,20
8690168,4,D003920,diabetes,276,8
8690168,10,D003920,diabetic,778,8
8690168,11,D003920,diabetic,1116,8
8690168,12,D003920,Diabetic,1158,8
8690168,13,D000419,albuminuria,1196,11
8690168,16,D003920,diabetic,1807,8
8739323,0,D007674,renal toxicity,61,14
8739323,1,D007674,nephrotoxic,81,11
8739323,26,D006470|D003556,hemorrhagic cystitis,1175,20
8739323,27,D006470,hemorrhagic,1175,11
8739323,28,D003556,cystitis,1187,8
8739323,38,D007674,nephrotoxicity,1506,14
8752018,1,D003072,cognitive and functional deficits,19,33
8752018,4,D001714,bipolar disorder,204,16
8752018,6,D011141,polyuria,329,8
8752018,7,D014202,tremor,342,6
8752018,9,D003072,cognitive deficits,391,18
8752018,10,D003072,loss of creativity,411,18
8752018,11,D003072,functional impairments,435,22
8752018,12,D001714,bipolar,530,7
8752018,15,D003072,cognitive and functional impairments,599,36
8752018,18,D003072,"cognitive, motivational, or creative deficits",821,45
8752018,20,D001714,bipolar,896,7
8752018,23,D001714,bipolar,1013,7
8752018,24,D003072,cognitive deficits,1043,18
8752018,25,D003072,loss of creativity,1063,18
8752018,26,D003072,functional impairments,1087,22
9390208,0,D001943,breast cancer,43,13
9390208,5,D064420,toxicity,195,8
9390208,6,D001943,breast cancer,237,13
9390208,12,D001943,breast cancer,568,13
9390208,19,D064420,toxicities,1492,10
9390208,20,D066126,cardiotoxicity,1508,14
9390208,21,D007970,leukopenia,1527,10
9390208,22,D064420,toxicity,1625,8
9390208,24,D064420,toxicity,1705,8
9390208,25,D001943,breast cancer,1771,13
9390208,26,D006331,impaired heart function,1847,23
9406968,2,D003919,diabetes insipidus,119,18
9406968,7,D011141,polyuria,301,8
9406968,9,D011141,polyuria,476,8
9406968,16,D003681,dehydration,879,11
9406968,20,D003919,diabetes insipidus,1072,18
9587734,1,D006323,cardiac arrest,22,14
9587734,2,D003643,death,41,5
9587734,3,D006323,cardiac arrest,122,14
9587734,4,D003643,death,152,5
9587734,5,D006947,hyperkalaemia,173,13
9587734,7,D008581,meningitis,300,10
9587734,9,D001919,bradycardia,435,11
9587734,10,D006323,cardiac arrest,451,14
9587734,12,D006947,hyperkalaemia,764,13
9587734,14,D003643,death,851,5
9587734,15,D004342,hypersensitivity,871,16
9698967,2,D006973,increase in blood pressure,79,26
9698967,3,D001281,atrial fibrillation,122,19
9698967,4,D011595,agitation,143,9
9698967,5,D019954,incomprehensible shouts,154,23
9698967,6,D014474,loss of consciousness,182,21
9698967,9,D004387,Dupuytren's contracture,412,23
9698967,13,D001281,atrial fibrillation,655,19
9855119,4,D005922,IgA nephropathy,804,15
9855119,6,D007674,nephropathy,879,11
9855119,8,D007674,nephropathy,920,11
9855119,10,D007674,nephropathy,1035,11
9855119,12,D007674,nephropathy,1076,11
9855119,13,D005923,focal segmental glomerulosclerosis,1225,34
9855119,14,D005355,interstitial fibrosis,1297,21
9855119,17,D007674,nephropathy,1405,11
9855119,19,D007674,nephropathy,1530,11
9855119,21,D007674,nephropathy,1616,11
9855119,23,D007674,nephropathy,1768,11
9869257,6,D000647,amnesia,407,7
9869257,10,D000647,amnesia,648,7
10342929,0,D000799,Angioedema,0,10
10342929,2,D000799,angioedema,96,10
10457883,1,D012131,respiratory arrest,217,18
10457883,2,D001049,desaturation,248,12
10457883,3,D001919,bradycardia,265,11
10457883,4,D020879,neuromuscular blockade,353,22
10739826,1,D054556,venous thromboembolism,59,22
10739826,2,D054556,venous thromboembolism,137,22
10739826,3,D054556,VTE,161,3
10739826,7,D054556,VTE,388,3
10739826,8,D054556,VTE,502,3
10739826,9,D054556,VTE,718,3
10739826,11,D054556,VTE,1081,3
10791295,1,D010554,aggressive behavior,35,19
10791295,3,D010554,aggressive behavior,172,19
10791295,5,D010554,aggressive behavior,378,19
10791295,6,D010554,aggressiveness,441,14
10791295,7,D010554,aggressiveness,567,14
10791295,9,D010554,aggressive behavior,704,19
11147747,1,D014549,urinary incontinence,33,20
11147747,3,D014549,urinary incontinence,145,20
11147747,4,D014549,incontinence,325,12
11147747,6,D014549,incontinence,438,12
11147747,12,D014549,incontinence,732,12
11147747,13,D014549,incontinence,774,12
11198499,0,D007022,Hypotension,0,11
11198499,3,D006973,hypertension,132,12
11198499,4,D009128,spasticity,256,10
11198499,5,D002493,disorders of the central nervous system,278,39
11198499,6,D009128,spasticity,351,10
11198499,8,D007022,hypotension,539,11
11198499,11,D006973,hypertension,738,12
11198499,12,D007022,hypotension,765,11
11198499,14,D009128,spasticity,856,10
11198499,16,D006973,hypertension,1005,12
11198499,17,D009128,spasticity,1021,10
11391224,0,D007674,kidney disease,79,14
11391224,1,D007674,transplant glomerulopathy,207,25
11391224,2,D007674,TG,234,2
11391224,3,D007674,TG,607,2
11391224,4,D005921,glomerulonephritis,667,18
11391224,5,D051436,chronic allograft nephropathy,687,29
11391224,6,D007674,glomerulopathies,807,16
11391224,7,D057049,thrombotic microangiopathy,844,26
11391224,8,D006974,malignant hypertension,872,22
11391224,9,D009395,interstitial nephritis,902,22
11391224,10,D007683,acute tubular necrosis,930,22
11391224,11,D007674,TG,998,2
11391224,12,D007674,TG,1043,2
11391224,13,D006974,malignant hypertension,1123,22
11391224,14,D057049,thrombotic microangiopathy,1147,26
11391224,15,D008181,lupus nephritis,1175,15
11391224,16,D011695,Henoch-Schonlein nephritis,1192,26
11391224,17,D005921,glomerulonephritis,1231,18
11391224,19,D058186,acute renal failure,1271,19
11391224,20,D007674,TG,1324,2
11391224,21,D051437,renal failure,1343,13
11391224,22,D011507,proteinuria,1372,11
11391224,23,D007674,TG,1548,2
11391224,24,D007674,TG,1631,2
11391224,25,D007674,kidney diseases,1681,15
11391224,26,D007674,TG,1750,2
11391224,27,D014947,endothelial injury,1779,18
11391224,28,D007154,immunologic injury,1809,18
11426838,16,D012640,convulsions,981,11
11426838,23,D064420,toxicity,1400,8
11426838,31,D012640,convulsive,1822,10
11569530,4,D016171,Torsades de pointes,157,19
11569530,5,D016171,TDP,178,3
11569530,6,D017180,ventricular tachycardia,206,23
11569530,7,D016171,TDP,320,3
11569530,10,D016171,TDP,475,3
11569530,11,D016171,TDP,592,3
11569530,20,D016171,TDP,1324,3
11569530,24,D016171,TDP,1619,3
11587867,0,D001927,myeloencephalopathy,6,19
11587867,3,D054198,acute lymphoblastic leucemia,222,28
11587867,4,D054198,lymphoblastic lymphoma,278,22
11587867,6,D020258|D020258|D020258,"opistothonus, sensory and motor dysfunction",447,43
11587867,7,D020258,opistothonus dysfunction,447,12
11587867,8,D020258,sensory dysfunction,461,7
11587867,9,D020258,motor dysfunction,473,17
11587867,10,D010243,paralysis,505,9
11587867,11,D003711|D009410,degeneration of myelin and axons,608,32
11587867,12,D003711,degeneration of myelin,608,22
11587867,13,D009410,degeneration of axons,608,15
11587867,14,-1,pseudocystic transformation,652,27
11679859,1,D017109,akathisia,124,9
11679859,2,D017109,akathisia,230,9
11679859,5,D006261,headache,535,8
11679859,6,D009325,nausea,545,6
11679859,7,D014839,vomiting,556,8
11679859,9,D017109,akathisia,942,9
11679859,10,D011595,agitation,1061,9
11679859,11,D017109,akathisia,1120,9
11679859,12,D017109,akathisia,1199,9
11679859,13,D006261,headache,1240,8
11679859,14,D009325,nausea,1253,6
11679859,15,D006261,headache,1487,8
11679859,16,D009325,nausea,1516,6
11679859,17,D017109,akathisia,1562,9
11679859,18,D006261,headache,1803,8
11679859,19,D009325,nausea,1950,6
11679859,20,D017109,akathisia,2040,9
11679859,23,D006261,headache,2238,8
11679859,24,D009325,nausea,2251,6
12041669,2,D000741,aplastic anemia,67,15
12041669,4,D000741,aplastic anemia,142,15
12041669,8,D000741,aplastic anemia,511,15
12198388,1,D012640,seizure,112,7
12198388,2,D012640,seizure,141,7
12198388,7,D012640,Seizure,686,7
12198388,11,D014202,tremor,854,6
12198388,17,D012640,convulsions,1194,11
12198388,18,D012640,convulsion,1239,10
12198388,28,D012640,convulsions,1690,11
12198388,30,D012640,convulsants,1941,11
12198388,33,D012640,convulsants,2129,11
12574103,1,D006973,hypertension,32,12
12574103,2,D007674,renal injury,49,12
12574103,4,D006973,increase in blood pressure,277,26
12574103,5,D007674,renal injury,308,12
12574103,8,D007674,reduction in glomerular number,610,30
12574103,11,D006973,elevated blood pressures,1100,24
12574103,12,D007674,reduction in glomerular number,1177,30
12574103,14,D005921,glomerulosclerosis,1295,18
12574103,16,D007674,reduction in glomerular number,1399,30
12574103,17,D005921,glomerulosclerosis,1431,18
12574103,18,D006973,hypertension,1455,12
12574103,19,D006973,Hypertension,1523,12
12574103,20,D007674,reduction in glomerular number,1636,30
12574103,21,D007674,reduction in glomerular number,1686,30
12574103,22,D006973,hypertension,1762,12
12615818,0,D054556,venous thromboembolism,12,22
12615818,7,D000152,acne,290,4
12615818,8,D006628,hirsutism,299,9
12615818,9,D011085,polycystic ovary syndrome,344,25
12615818,10,D011085,PCOS,371,4
12615818,11,D054556,venous thromboembolism,434,22
12615818,12,D054556,VTE,458,3
12615818,16,D000152,acne,816,4
12615818,17,D006628,hirsutism,822,9
12615818,18,D011085,PCOS,835,4
12615818,19,D054556,VTE,864,3
12615818,26,D054556,VTE,1392,3
12615818,29,D000152,acne,1444,4
12615818,30,D006628,hirsutism,1450,9
12615818,31,D011085,PCOS,1463,4
12789195,0,D004194,Pseudoacromegaly,0,16
12789195,2,D000172,Acromegaly,60,10
